test_idx,degree,format,learning_rate,max_iter,cycles,hw_loss,golden_loss,max_abs_err_vs_golden,mean_abs_err_vs_golden,max_abs_err_vs_true,mean_abs_err_vs_true,true_0,golden_0,hw_0,abs_err_vs_golden_0,abs_err_vs_true_0,true_1,golden_1,hw_1,abs_err_vs_golden_1,abs_err_vs_true_1,true_2,golden_2,hw_2,abs_err_vs_golden_2,abs_err_vs_true_2,true_3,golden_3,hw_3,abs_err_vs_golden_3,abs_err_vs_true_3
91,3,FP16,1.000000e-02,900,1974092,5.598289e-01,1.032124e-01,1.0327e+00,5.6343e-01,9.7855e-01,5.8797e-01,2.64878885,2.50461680,1.90136719,6.0325e-01,7.4742e-01,-0.68338417,-0.73748800,0.29516602,1.0327e+00,9.7855e-01,2.76714338,2.81047993,3.02148438,2.1100e-01,2.5434e-01,2.43210385,2.46734217,2.06054688,4.0680e-01,3.7156e-01
91,3,FP16ALT,1.000000e-02,900,1974092,2.310399e+00,1.032124e-01,2.7219e+00,1.1583e+00,2.6678e+00,1.1829e+00,2.64878885,2.50461680,1.71875000,7.8587e-01,9.3004e-01,-0.68338417,-0.73748800,1.98437500,2.7219e+00,2.6678e+00,2.76714338,2.81047993,2.92187500,1.1140e-01,1.5473e-01,2.43210385,2.46734217,1.45312500,1.0142e+00,9.7898e-01
92,3,FP64,1.000000e-02,900,1974092,5.597555e-02,5.274474e-02,1.4971e-01,5.9844e-02,1.1629e-01,5.9795e-02,-1.82525319,-1.82295957,-1.79575704,2.7203e-02,2.9496e-02,-2.58383219,-2.31782889,-2.46754168,1.4971e-01,1.1629e-01,-2.39533199,-2.42070003,-2.42974689,9.0469e-03,3.4415e-02,-2.89066905,-3.00306243,-2.94964949,5.3413e-02,5.8980e-02
92,3,FP32,1.000000e-02,900,1974092,5.597567e-02,5.274474e-02,1.4971e-01,5.9845e-02,1.1629e-01,5.9795e-02,-1.82525319,-1.82295957,-1.79575622,2.7203e-02,2.9497e-02,-2.58383219,-2.31782889,-2.46754360,1.4971e-01,1.1629e-01,-2.39533199,-2.42070003,-2.42974734,9.0473e-03,3.4415e-02,-2.89066905,-3.00306243,-2.94964886,5.3414e-02,5.8980e-02
92,3,FP16,1.000000e-02,900,1974092,9.864754e-02,5.274474e-02,3.6772e-01,2.0156e-01,2.1783e-01,1.1388e-01,-1.82525319,-1.82295957,-1.60742188,2.1554e-01,2.1783e-01,-2.58383219,-2.31782889,-2.68554688,3.6772e-01,1.0171e-01,-2.39533199,-2.42070003,-2.51367188,9.2972e-02,1.1834e-01,-2.89066905,-3.00306243,-2.87304688,1.3002e-01,1.7622e-02
92,3,FP16ALT,1.000000e-02,900,1974092,1.067799e-01,5.274474e-02,2.7592e-01,1.6445e-01,2.5494e-01,1.0018e-01,-1.82525319,-1.82295957,-1.57031250,2.5265e-01,2.5494e-01,-2.58383219,-2.31782889,-2.59375000,2.7592e-01,9.9178e-03,-2.39533199,-2.42070003,-2.48437500,6.3675e-02,8.9043e-02,-2.89066905,-3.00306243,-2.93750000,6.5562e-02,4.6831e-02
93,3,FP64,1.000000e-02,900,1974092,3.724995e-01,7.502827e-02,8.8978e-01,4.4782e-01,1.0390e+00,4.5217e-01,-2.43334224,-2.55349067,-2.13039681,4.2309e-01,3.0295e-01,1.09804064,0.94881859,0.05904155,8.8978e-01,1.0390e+00,-2.57286811,-2.52886309,-2.65978505,1.3092e-01,8.6917e-02,-1.08614622,-1.05381487,-0.70630956,3.4751e-01,3.7984e-01
93,3,FP32,1.000000e-02,900,1974092,3.725006e-01,7.502827e-02,8.8978e-01,4.4783e-01,1.0390e+00,4.5218e-01,-2.43334224,-2.55349067,-2.13039565,4.2310e-01,3.0295e-01,1.09804064,0.94881859,0.05903984,8.8978e-01,1.0390e+00,-2.57286811,-2.52886309,-2.65978551,1.3092e-01,8.6917e-02,-1.08614622,-1.05381487,-0.70630896,3.4751e-01,3.7984e-01
93,3,FP16,1.000000e-02,900,1974092,4.518306e-01,7.502827e-02,9.4169e-01,5.1370e-01,1.0909e+00,5.1805e-01,-2.43334224,-2.55349067,-2.00000000,5.5349e-01,4.3334e-01,1.09804064,0.94881859,0.00712585,9.4169e-01,1.0909e+00,-2.57286811,-2.52886309,-2.72070312,1.9184e-01,1.4784e-01,-1.08614622,-1.05381487,-0.68603516,3.6778e-01,4.0011e-01
93,3,FP16ALT,1.000000e-02,900,1974092,1.911407e+00,7.502827e-02,2.4098e+00,1.0700e+00,2.5590e+00,1.0744e+00,-2.43334224,-2.55349067,-1.73437500,8.1912e-01,6.9897e-01,1.09804064,0.94881859,-1.46093750,2.4098e+00,2.5590e+00,-2.57286811,-2.52886309,-2.67187500,1.4301e-01,9.9007e-02,-1.08614622,-1.05381487,-0.14550781,9.0831e-01,9.4064e-01
94,3,FP64,1.000000e-02,900,1974092,2.993563e-01,1.220966e-01,6.6126e-01,3.4680e-01,7.7545e-01,4.1432e-01,2.06925187,1.99426466,1.64393241,3.5033e-01,4.2532e-01,-2.86036839,-2.74618111,-2.08491810,6.6126e-01,7.7545e-01,1.88681090,1.94193179,2.06810701,1.2618e-01,1.8130e-01,-1.30887135,-1.33463243,-1.58406676,2.4943e-01,2.7520e-01
94,3,FP32,1.000000e-02,900,1974092,2.993570e-01,1.220966e-01,6.6126e-01,3.4680e-01,7.7545e-01,4.1432e-01,2.06925187,1.99426466,1.64393139,3.5033e-01,4.2532e-01,-2.86036839,-2.74618111,-2.08491707,6.6126e-01,7.7545e-01,1.88681090,1.94193179,2.06810713,1.2618e-01,1.8130e-01,-1.30887135,-1.33463243,-1.58406723,2.4943e-01,2.7520e-01
94,3,FP16,1.000000e-02,900,1974092,3.716277e-01,1.220966e-01,7.4618e-01,4.1846e-01,8.6037e-01,4.8597e-01,2.06925187,1.99426466,1.53125000,4.6301e-01,5.3800e-01,-2.86036839,-2.74618111,-2.00000000,7.4618e-01,8.6037e-01,1.88681090,1.94193179,2.12304688,1.8112e-01,2.3624e-01,-1.30887135,-1.33463243,-1.61816406,2.8353e-01,3.0929e-01
94,3,FP16ALT,1.000000e-02,900,1974092,1.678172e+00,1.220966e-01,2.2462e+00,9.3042e-01,2.3604e+00,9.9794e-01,2.06925187,1.99426466,1.46093750,5.3333e-01,6.0831e-01,-2.86036839,-2.74618111,-0.50000000,2.2462e+00,2.3604e+00,1.88681090,1.94193179,2.00000000,5.8068e-02,1.1319e-01,-1.30887135,-1.33463243,-2.21875000,8.8412e-01,9.0988e-01
95,3,FP64,1.000000e-02,900,1974092,3.128379e-01,8.697371e-02,7.9146e-01,3.9167e-01,8.3988e-01,4.1139e-01,-2.29101103,-2.29859984,-1.93989747,3.5870e-01,3.5111e-01,1.18042299,1.13199391,0.34053874,7.9146e-01,8.3988e-01,0.77365708,0.74133614,0.63626874,1.0507e-01,1.3739e-01,2.26483208,2.27056418,2.58202369,3.1146e-01,3.1719e-01
95,3,FP32,1.000000e-02,900,1974092,3.128388e-01,8.697371e-02,7.9146e-01,3.9167e-01,8.3989e-01,4.1140e-01,-2.29101103,-2.29859984,-1.93989682,3.5870e-01,3.5111e-01,1.18042299,1.13199391,0.34053749,7.9146e-01,8.3989e-01,0.77365708,0.74133614,0.63626868,1.0507e-01,1.3739e-01,2.26483208,2.27056418,2.58202434,3.1146e-01,3.1719e-01
95,3,FP16,1.000000e-02,900,1974092,4.035063e-01,8.697371e-02,9.1129e-01,4.6521e-01,9.5972e-01,4.8493e-01,-2.29101103,-2.29859984,-1.84863281,4.4997e-01,4.4238e-01,1.18042299,1.13199391,0.22070312,9.1129e-01,9.5972e-01,0.77365708,0.74133614,0.60400391,1.3733e-01,1.6965e-01,2.26483208,2.27056418,2.63281250,3.6225e-01,3.6798e-01
95,3,FP16ALT,1.000000e-02,900,1974092,5.480230e-01,8.697371e-02,8.3707e-01,5.6372e-01,8.8550e-01,5.8344e-01,-2.29101103,-2.29859984,-1.47656250,8.2204e-01,8.1445e-01,1.18042299,1.13199391,0.29492188,8.3707e-01,8.8550e-01,0.77365708,0.74133614,0.42187500,3.1946e-01,3.5178e-01,2.26483208,2.27056418,2.54687500,2.7631e-01,2.8204e-01
96,3,FP64,1.000000e-02,900,1974092,5.746879e-02,5.767885e-02,1.0325e-02,4.6670e-03,1.6066e-01,7.0985e-02,1.41042626,1.37520601,1.37240557,2.8004e-03,3.8021e-02,1.82088558,1.64990172,1.66022687,1.0325e-02,1.6066e-01,-1.30779256,-1.28581719,-1.28273497,3.0822e-03,2.5058e-02,-1.93536274,-1.87269905,-1.87515923,2.4602e-03,6.0204e-02
96,3,FP32,1.000000e-02,900,1974092,5.746878e-02,5.767885e-02,1.0326e-02,4.6673e-03,1.6066e-01,7.0985e-02,1.41042626,1.37520601,1.37240529,2.8007e-03,3.8021e-02,1.82088558,1.64990172,1.66022730,1.0326e-02,1.6066e-01,-1.30779256,-1.28581719,-1.28273487,3.0823e-03,2.5058e-02,-1.93536274,-1.87269905,-1.87515950,2.4605e-03,6.0203e-02
96,3,FP16,1.000000e-02,900,1974092,6.322520e-02,5.767885e-02,7.8613e-02,4.7859e-02,2.4960e-01,1.2057e-01,1.41042626,1.37520601,1.32714844,4.8058e-02,8.3278e-02,1.82088558,1.64990172,1.57128906,7.8613e-02,2.4960e-01,-1.30779256,-1.28581719,-1.25390625,3.1911e-02,5.3886e-02,-1.93536274,-1.87269905,-1.83984375,3.2855e-02,9.5519e-02
96,3,FP16ALT,1.000000e-02,900,1974092,2.793069e-01,5.767885e-02,6.4990e-01,3.8184e-01,8.2089e-01,4.5455e-01,1.41042626,1.37520601,1.00000000,3.7521e-01,4.1043e-01,1.82088558,1.64990172,1.00000000,6.4990e-01,8.2089e-01,-1.30779256,-1.28581719,-1.04687500,2.3894e-01,2.6092e-01,-1.93536274,-1.87269905,-1.60937500,2.6332e-01,3.2599e-01
97,3,FP64,1.000000e-02,900,1974092,1.061247e-01,7.676938e-02,2.0366e-01,1.2912e-01,2.3182e-01,1.0863e-01,1.50368851,1.53184481,1.73550532,2.0366e-01,2.3182e-01,1.84100844,1.94510531,1.77904213,1.6606e-01,6.1966e-02,2.94303085,2.91816930,2.83607958,8.2090e-02,1.0695e-01,-0.52429394,-0.55516415,-0.49049968,6.4664e-02,3.3794e-02
97,3,FP32,1.000000e-02,900,1974092,1.061249e-01,7.676938e-02,2.0366e-01,1.2912e-01,2.3182e-01,1.0863e-01,1.50368851,1.53184481,1.73550606,2.0366e-01,2.3182e-01,1.84100844,1.94510531,1.77904165,1.6606e-01,6.1967e-02,2.94303085,2.91816930,2.83607912,8.2090e-02,1.0695e-01,-0.52429394,-0.55516415,-0.49049950,6.4665e-02,3.3794e-02
97,3,FP16,1.000000e-02,900,1974092,1.659494e-01,7.676938e-02,3.5721e-01,2.4148e-01,3.6057e-01,2.2100e-01,1.50368851,1.53184481,1.86425781,3.3241e-01,3.6057e-01,1.84100844,1.94510531,1.58789062,3.5721e-01,2.5312e-01,2.94303085,2.91816930,2.77929688,1.3887e-01,1.6373e-01,-0.52429394,-0.55516415,-0.41772461,1.3744e-01,1.0657e-01
97,3,FP16ALT,1.000000e-02,900,1974092,1.993467e-01,7.676938e-02,3.9042e-01,2.7096e-01,3.4787e-01,2.5048e-01,1.50368851,1.53184481,1.85156250,3.1972e-01,3.4787e-01,1.84100844,1.94510531,1.55468750,3.9042e-01,2.8632e-01,2.94303085,2.91816930,2.70312500,2.1504e-01,2.3991e-01,-0.52429394,-0.55516415,-0.39648438,1.5868e-01,1.2781e-01
98,3,FP64,1.000000e-02,900,1974092,2.181607e-01,1.006991e-01,4.9827e-01,2.7239e-01,3.9220e-01,2.4283e-01,-0.76789149,-0.76041470,-0.46153457,2.9888e-01,3.0636e-01,1.65847776,1.76455032,1.26627922,4.9827e-01,3.9220e-01,-0.95517876,-0.98359899,-1.07133813,8.7739e-02,1.1616e-01,2.58454395,2.53648047,2.74114542,2.0466e-01,1.5660e-01
98,3,FP32,1.000000e-02,900,1974092,2.181612e-01,1.006991e-01,4.9827e-01,2.7239e-01,3.9220e-01,2.4283e-01,-0.76789149,-0.76041470,-0.46153396,2.9888e-01,3.0636e-01,1.65847776,1.76455032,1.26627803,4.9827e-01,3.9220e-01,-0.95517876,-0.98359899,-1.07133794,8.7739e-02,1.1616e-01,2.58454395,2.53648047,2.74114585,2.0467e-01,1.5660e-01
98,3,FP16,1.000000e-02,900,1974092,2.729778e-01,1.006991e-01,6.5420e-01,3.2343e-01,5.4813e-01,2.9387e-01,-0.76789149,-0.76041470,-0.46215820,2.9826e-01,3.0573e-01,1.65847776,1.76455032,1.11035156,6.5420e-01,5.4813e-01,-0.95517876,-0.98359899,-1.05664062,7.3042e-02,1.0146e-01,2.58454395,2.53648047,2.80468750,2.6821e-01,2.2014e-01
98,3,FP16ALT,1.000000e-02,900,1974092,3.788192e-01,1.006991e-01,9.4424e-01,3.5533e-01,8.3817e-01,3.1156e-01,-0.76789149,-0.76041470,-0.74609375,1.4321e-02,2.1798e-02,1.65847776,1.76455032,0.82031250,9.4424e-01,8.3817e-01,-0.95517876,-0.98359899,-0.90625000,7.7349e-02,4.8929e-02,2.58454395,2.53648047,2.92187500,3.8539e-01,3.3733e-01
99,3,FP64,1.000000e-02,900,1974092,1.810327e-01,7.467013e-02,5.6764e-01,2.7171e-01,6.1141e-01,2.7876e-01,2.15047651,2.16133654,1.93216001,2.2918e-01,2.1832e-01,-0.42603584,-0.38226974,0.18537132,5.6764e-01,6.1141e-01,1.50522641,1.49240873,1.56962452,7.7216e-02,6.4398e-02,1.52725724,1.51916188,1.30635516,2.1281e-01,2.2090e-01
99,3,FP32,1.000000e-02,900,1974092,1.810327e-01,7.467013e-02,5.6764e-01,2.7171e-01,6.1141e-01,2.7876e-01,2.15047651,2.16133654,1.93215966,2.2918e-01,2.1832e-01,-0.42603584,-0.38226974,0.18537094,5.6764e-01,6.1141e-01,1.50522641,1.49240873,1.56962466,7.7216e-02,6.4398e-02,1.52725724,1.51916188,1.30635536,2.1281e-01,2.2090e-01
99,3,FP16,1.000000e-02,900,1974092,1.959646e-01,7.467013e-02,5.7990e-01,2.9503e-01,6.2367e-01,3.0207e-01,2.15047651,2.16133654,1.88183594,2.7950e-01,2.6864e-01,-0.42603584,-0.38226974,0.19763184,5.7990e-01,6.2367e-01,1.50522641,1.49240873,1.59472656,1.0232e-01,8.9500e-02,1.52725724,1.51916188,1.30078125,2.1838e-01,2.2648e-01
99,3,FP16ALT,1.000000e-02,900,1974092,1.181090e+00,7.467013e-02,1.7338e+00,8.9357e-01,1.7776e+00,9.0061e-01,2.15047651,2.16133654,1.25000000,9.1134e-01,9.0048e-01,-0.42603584,-0.38226974,1.35156250,1.7338e+00,1.7776e+00,1.50522641,1.49240873,1.78125000,2.8884e-01,2.7602e-01,1.52725724,1.51916188,0.87890625,6.4026e-01,6.4835e-01
100,3,FP64,1.000000e-02,900,1974092,6.613142e-01,8.220092e-02,1.2205e+00,6.1448e-01,1.2045e+00,5.7826e-01,-2.38125679,-2.47523751,-1.89180297,5.8343e-01,4.8945e-01,2.41531744,2.43134497,1.21085338,1.2205e+00,1.2045e+00,0.03151423,0.07728986,-0.09115261,1.6844e-01,1.2267e-01,1.95874480,1.96963238,2.45518775,4.8556e-01,4.9644e-01
100,3,FP32,1.000000e-02,900,1974092,6.613134e-01,8.220092e-02,1.2205e+00,6.1448e-01,1.2045e+00,5.7826e-01,-2.38125679,-2.47523751,-1.89180374,5.8343e-01,4.8945e-01,2.41531744,2.43134497,1.21085393,1.2205e+00,1.2045e+00,0.03151423,0.07728986,-0.09115249,1.6844e-01,1.2267e-01,1.95874480,1.96963238,2.45518756,4.8556e-01,4.9644e-01
100,3,FP16,1.000000e-02,900,1974092,7.296020e-01,8.220092e-02,1.2722e+00,6.4869e-01,1.2561e+00,6.1246e-01,-2.38125679,-2.47523751,-1.84667969,6.2856e-01,5.3458e-01,2.41531744,2.43134497,1.15917969,1.2722e+00,1.2561e+00,0.03151423,0.07728986,-0.10589600,1.8319e-01,1.3741e-01,1.95874480,1.96963238,2.48046875,5.1084e-01,5.2172e-01
100,3,FP16ALT,1.000000e-02,900,1974092,1.742005e+00,8.220092e-02,1.9372e+00,1.0954e+00,1.9212e+00,1.0591e+00,-2.38125679,-2.47523751,-1.19531250,1.2799e+00,1.1859e+00,2.41531744,2.43134497,0.49414062,1.9372e+00,1.9212e+00,0.03151423,0.07728986,-0.36914062,4.4643e-01,4.0065e-01,1.95874480,1.96963238,2.68750000,7.1787e-01,7.2876e-01
101,3,FP64,1.000000e-02,900,1974092,3.114023e-01,6.969630e-02,7.7584e-01,3.9726e-01,9.1243e-01,4.5128e-01,-1.07970239,-1.04297482,-0.65754131,3.8543e-01,4.2216e-01,2.37313937,2.23655369,1.46071400,7.7584e-01,9.1243e-01,-0.66478993,-0.65937298,-0.79207486,1.3270e-01,1.2728e-01,-2.93497409,-2.88679790,-2.59173422,2.9506e-01,3.4324e-01
101,3,FP32,1.000000e-02,900,1974092,3.114019e-01,6.969630e-02,7.7584e-01,3.9726e-01,9.1242e-01,4.5128e-01,-1.07970239,-1.04297482,-0.65754175,3.8543e-01,4.2216e-01,2.37313937,2.23655369,1.46071494,7.7584e-01,9.1242e-01,-0.66478993,-0.65937298,-0.79207456,1.3270e-01,1.2728e-01,-2.93497409,-2.88679790,-2.59173441,2.9506e-01,3.4324e-01
101,3,FP16,1.000000e-02,900,1974092,3.525159e-01,6.969630e-02,8.5179e-01,4.2972e-01,9.8837e-01,4.8373e-01,-1.07970239,-1.04297482,-0.63964844,4.0333e-01,4.4005e-01,2.37313937,2.23655369,1.38476562,8.5179e-01,9.8837e-01,-0.66478993,-0.65937298,-0.79687500,1.3750e-01,1.3209e-01,-2.93497409,-2.88679790,-2.56054688,3.2625e-01,3.7443e-01
101,3,FP16ALT,1.000000e-02,900,1974092,1.534537e+00,6.969630e-02,2.0119e+00,9.5730e-01,2.1485e+00,1.0113e+00,-1.07970239,-1.04297482,-0.25000000,7.9297e-01,8.2970e-01,2.37313937,2.23655369,0.22460938,2.0119e+00,2.1485e+00,-0.66478993,-0.65937298,-0.87500000,2.1563e-01,2.1021e-01,-2.93497409,-2.88679790,-2.07812500,8.0867e-01,8.5685e-01
102,3,FP64,1.000000e-02,900,1974092,7.242805e-01,7.213536e-02,1.3140e+00,6.5936e-01,1.2984e+00,6.6458e-01,2.43229186,2.36467926,1.74743662,6.1724e-01,6.8486e-01,-2.45227994,-2.46791042,-1.15389156,1.3140e+00,1.2984e+00,-1.08411817,-1.09633574,-0.89518072,2.0116e-01,1.8894e-01,2.70037180,2.71924791,2.21424395,5.0500e-01,4.8613e-01
102,3,FP32,1.000000e-02,900,1974092,7.242801e-01,7.213536e-02,1.3140e+00,6.5935e-01,1.2984e+00,6.6458e-01,2.43229186,2.36467926,1.74743676,6.1724e-01,6.8486e-01,-2.45227994,-2.46791042,-1.15389192,1.3140e+00,1.2984e+00,-1.08411817,-1.09633574,-0.89518076,2.0115e-01,1.8894e-01,2.70037180,2.71924791,2.21424413,5.0500e-01,4.8613e-01
102,3,FP16,1.000000e-02,900,1974092,7.270838e-01,7.213536e-02,1.3214e+00,6.5875e-01,1.3058e+00,6.6397e-01,2.43229186,2.36467926,1.75781250,6.0687e-01,6.7448e-01,-2.45227994,-2.46791042,-1.14648438,1.3214e+00,1.3058e+00,-1.08411817,-1.09633574,-0.89990234,1.9643e-01,1.8422e-01,2.70037180,2.71924791,2.20898438,5.1026e-01,4.9139e-01
102,3,FP16ALT,1.000000e-02,900,1974092,3.550468e+00,7.213536e-02,2.9874e+00,1.5673e+00,2.9718e+00,1.5725e+00,2.43229186,2.36467926,0.79296875,1.5717e+00,1.6393e+00,-2.45227994,-2.46791042,0.51953125,2.9874e+00,2.9718e+00,-1.08411817,-1.09633574,-0.55078125,5.4555e-01,5.3334e-01,2.70037180,2.71924791,1.55468750,1.1646e+00,1.1457e+00
103,3,FP64,1.000000e-02,900,1974092,2.561479e-01,1.073283e-01,7.0479e-01,3.1147e-01,6.7242e-01,2.7218e-01,2.70364288,2.78126709,2.56411568,2.1715e-01,1.3953e-01,0.44062733,0.40825364,1.11304360,7.0479e-01,6.7242e-01,0.79102327,0.75698247,0.80409154,4.7109e-02,1.3068e-02,-0.30932687,-0.29619141,-0.57303118,2.7684e-01,2.6370e-01
103,3,FP32,1.000000e-02,900,1974092,2.561477e-01,1.073283e-01,7.0479e-01,3.1147e-01,6.7242e-01,2.7218e-01,2.70364288,2.78126709,2.56411648,2.1715e-01,1.3953e-01,0.44062733,0.40825364,1.11304343,7.0479e-01,6.7242e-01,0.79102327,0.75698247,0.80409127,4.7109e-02,1.3068e-02,-0.30932687,-0.29619141,-0.57303107,2.7684e-01,2.6370e-01
103,3,FP16,1.000000e-02,900,1974092,4.512765e-01,1.073283e-01,1.0175e+00,4.9244e-01,9.8515e-01,4.5314e-01,2.70364288,2.78126709,2.34960938,4.3166e-01,3.5403e-01,0.44062733,0.40825364,1.42578125,1.0175e+00,9.8515e-01,0.79102327,0.75698247,0.88183594,1.2485e-01,9.0813e-02,-0.30932687,-0.29619141,-0.69189453,3.9570e-01,3.8257e-01
103,3,FP16ALT,1.000000e-02,900,1974092,8.123009e-01,1.073283e-01,1.0860e+00,6.8250e-01,1.0083e+00,6.4321e-01,2.70364288,2.78126709,1.69531250,1.0860e+00,1.0083e+00,0.44062733,0.40825364,1.26562500,8.5737e-01,8.2500e-01,0.79102327,0.75698247,1.21093750,4.5396e-01,4.1991e-01,-0.30932687,-0.29619141,-0.62890625,3.3271e-01,3.1958e-01
104,3,FP64,1.000000e-02,900,1974092,7.779910e-02,6.790300e-02,1.3838e-01,8.8098e-02,2.8321e-01,1.1907e-01,-1.24073537,-1.09590637,-0.95752351,1.3838e-01,2.8321e-01,-1.02801273,-0.92699102,-1.04018799,1.1320e-01,1.2175e-02,1.03511074,0.93815758,0.88005421,5.8103e-02,1.5506e-01,1.51424718,1.49738771,1.54009676,4.2709e-02,2.5850e-02
104,3,FP32,1.000000e-02,900,1974092,7.779906e-02,6.790300e-02,1.3838e-01,8.8098e-02,2.8321e-01,1.1907e-01,-1.24073537,-1.09590637,-0.95752376,1.3838e-01,2.8321e-01,-1.02801273,-0.92699102,-1.04018760,1.1320e-01,1.2175e-02,1.03511074,0.93815758,0.88005430,5.8103e-02,1.5506e-01,1.51424718,1.49738771,1.54009664,4.2709e-02,2.5849e-02
104,3,FP16,1.000000e-02,900,1974092,7.927220e-02,6.790300e-02,1.5841e-01,7.4174e-02,3.0324e-01,1.3116e-01,-1.24073537,-1.09590637,-0.93750000,1.5841e-01,3.0324e-01,-1.02801273,-0.92699102,-0.97656250,4.9571e-02,5.1450e-02,1.03511074,0.93815758,0.86572266,7.2435e-02,1.6939e-01,1.51424718,1.49738771,1.51367188,1.6284e-02,5.7530e-04
104,3,FP16ALT,1.000000e-02,900,1974092,1.915270e-01,6.790300e-02,4.2699e-01,2.8063e-01,5.2801e-01,3.7054e-01,-1.24073537,-1.09590637,-0.77343750,3.2247e-01,4.6730e-01,-1.02801273,-0.92699102,-0.50000000,4.2699e-01,5.2801e-01,1.03511074,0.93815758,0.75000000,1.8816e-01,2.8511e-01,1.51424718,1.49738771,1.31250000,1.8489e-01,2.0175e-01
105,3,FP64,1.000000e-02,900,1974092,2.250918e-01,7.785120e-02,6.2013e-01,3.3020e-01,5.5409e-01,2.8080e-01,1.74947426,1.81168085,1.46570588,3.4597e-01,2.8377e-01,1.73770886,1.67166583,2.29179446,6.2013e-01,5.5409e-01,-2.45276338,-2.50536443,-2.39944702,1.0592e-01,5.3316e-02,-0.03347817,-0.01672850,-0.26550762,2.4878e-01,2.3203e-01
105,3,FP32,1.000000e-02,900,1974092,2.250914e-01,7.785120e-02,6.2013e-01,3.3020e-01,5.5408e-01,2.8080e-01,1.74947426,1.81168085,1.46570647,3.4597e-01,2.8377e-01,1.73770886,1.67166583,2.29179382,6.2013e-01,5.5408e-01,-2.45276338,-2.50536443,-2.39944744,1.0592e-01,5.3316e-02,-0.03347817,-0.01672850,-0.26550737,2.4878e-01,2.3203e-01
105,3,FP16,1.000000e-02,900,1974092,2.472133e-01,7.785120e-02,5.4513e-01,3.5141e-01,4.7909e-01,3.0201e-01,1.74947426,1.81168085,1.34472656,4.6695e-01,4.0475e-01,1.73770886,1.67166583,2.21679688,5.4513e-01,4.7909e-01,-2.45276338,-2.50536443,-2.33398438,1.7138e-01,1.1878e-01,-0.03347817,-0.01672850,-0.23889160,2.2216e-01,2.0541e-01
105,3,FP16ALT,1.000000e-02,900,1974092,5.663023e-01,7.785120e-02,9.9527e-01,3.8628e-01,9.3307e-01,3.7156e-01,1.74947426,1.81168085,0.81640625,9.9527e-01,9.3307e-01,1.73770886,1.67166583,1.64062500,3.1041e-02,9.7084e-02,-2.45276338,-2.50536443,-2.00000000,5.0536e-01,4.5276e-01,-0.03347817,-0.01672850,-0.03015137,1.3423e-02,3.3268e-03
106,3,FP64,1.000000e-02,900,1974092,4.447406e-01,7.464119e-02,9.3522e-01,5.0870e-01,8.2908e-01,4.6895e-01,-2.65464744,-2.67313878,-2.12198686,5.5115e-01,5.3266e-01,0.29717329,0.40331184,-0.53191072,9.3522e-01,8.2908e-01,-0.35081699,-0.35445396,-0.52808478,1.7363e-01,1.7727e-01,2.32622510,2.28821792,2.66299908,3.7478e-01,3.3677e-01
106,3,FP32,1.000000e-02,900,1974092,4.447406e-01,7.464119e-02,9.3522e-01,5.0870e-01,8.2908e-01,4.6895e-01,-2.65464744,-2.67313878,-2.12198687,5.5115e-01,5.3266e-01,0.29717329,0.40331184,-0.53191119,9.3522e-01,8.2908e-01,-0.35081699,-0.35445396,-0.52808487,1.7363e-01,1.7727e-01,2.32622510,2.28821792,2.66299915,3.7478e-01,3.3677e-01
106,3,FP16,1.000000e-02,900,1974092,5.685110e-01,7.464119e-02,1.0596e+00,5.9343e-01,9.5342e-01,5.5368e-01,-2.65464744,-2.67313878,-2.00000000,6.7314e-01,6.5465e-01,0.29717329,0.40331184,-0.65625000,1.0596e+00,9.5342e-01,-0.35081699,-0.35445396,-0.57666016,2.2221e-01,2.2584e-01,2.32622510,2.28821792,2.70703125,4.1881e-01,3.8081e-01
106,3,FP16ALT,1.000000e-02,900,1974092,6.250753e-01,7.464119e-02,1.0013e+00,5.8257e-01,9.8277e-01,5.4282e-01,-2.65464744,-2.67313878,-1.67187500,1.0013e+00,9.8277e-01,0.29717329,0.40331184,-0.28710938,6.9042e-01,5.8428e-01,-0.35081699,-0.35445396,-0.76562500,4.1117e-01,4.1481e-01,2.32622510,2.28821792,2.51562500,2.2741e-01,1.8940e-01
107,3,FP64,1.000000e-02,900,1974092,9.859039e-02,4.585714e-02,3.5077e-01,1.7367e-01,4.1473e-01,1.8990e-01,-0.89450992,-0.85919537,-1.01760477,1.5841e-01,1.2309e-01,-2.29759790,-2.23364559,-1.88287146,3.5077e-01,4.1473e-01,-2.14204991,-2.14197386,-2.09073445,5.1239e-02,5.1315e-02,1.56906379,1.53288561,1.39861476,1.3427e-01,1.7045e-01
107,3,FP32,1.000000e-02,900,1974092,9.859034e-02,4.585714e-02,3.5077e-01,1.7367e-01,4.1473e-01,1.8990e-01,-0.89450992,-0.85919537,-1.01760447,1.5841e-01,1.2309e-01,-2.29759790,-2.23364559,-1.88287151,3.5077e-01,4.1473e-01,-2.14204991,-2.14197386,-2.09073448,5.1239e-02,5.1315e-02,1.56906379,1.53288561,1.39861476,1.3427e-01,1.7045e-01
