test_idx,degree,format,learning_rate,max_iter,cycles,hw_loss,golden_loss,max_abs_err_vs_golden,mean_abs_err_vs_golden,max_abs_err_vs_true,mean_abs_err_vs_true,true_0,golden_0,hw_0,abs_err_vs_golden_0,abs_err_vs_true_0,true_1,golden_1,hw_1,abs_err_vs_golden_1,abs_err_vs_true_1,true_2,golden_2,hw_2,abs_err_vs_golden_2,abs_err_vs_true_2,true_3,golden_3,hw_3,abs_err_vs_golden_3,abs_err_vs_true_3
0,3,FP64,1.000000e-02,900,1974092,4.269264e-01,6.754374e-02,9.2329e-01,4.7866e-01,9.7264e-01,5.0555e-01,-0.75275929,-0.73402820,-0.25460198,4.7943e-01,4.9816e-01,2.70428584,2.65493217,1.73164654,9.2329e-01,9.7264e-01,1.39196365,1.38270003,1.23872296,1.4398e-01,1.5324e-01,0.59195091,0.62218548,0.99012543,3.6794e-01,3.9817e-01
0,3,FP32,1.000000e-02,900,1974092,4.269265e-01,6.754374e-02,9.2329e-01,4.7866e-01,9.7264e-01,5.0555e-01,-0.75275929,-0.73402820,-0.25460196,4.7943e-01,4.9816e-01,2.70428584,2.65493217,1.73164642,9.2329e-01,9.7264e-01,1.39196365,1.38270003,1.23872304,1.4398e-01,1.5324e-01,0.59195091,0.62218548,0.99012548,3.6794e-01,3.9817e-01
0,3,FP16,1.000000e-02,900,1974092,4.261778e-01,6.754374e-02,8.9614e-01,4.8143e-01,9.4550e-01,5.0833e-01,-0.75275929,-0.73402820,-0.22521973,5.0881e-01,5.2754e-01,2.70428584,2.65493217,1.75878906,8.9614e-01,9.4550e-01,1.39196365,1.38270003,1.22070312,1.6200e-01,1.7126e-01,0.59195091,0.62218548,0.98095703,3.5877e-01,3.8901e-01
0,3,FP16ALT,1.000000e-02,900,1974092,1.393984e+00,6.754374e-02,1.7018e+00,9.5827e-01,1.7512e+00,9.8516e-01,-0.75275929,-0.73402820,0.33203125,1.0661e+00,1.0848e+00,2.70428584,2.65493217,0.95312500,1.7018e+00,1.7512e+00,1.39196365,1.38270003,1.00000000,3.8270e-01,3.9196e-01,0.59195091,0.62218548,1.30468750,6.8250e-01,7.1274e-01
1,3,FP64,1.000000e-02,900,1974092,9.827643e-02,9.401330e-02,9.5296e-02,3.5286e-02,7.6212e-02,4.1331e-02,-2.06388816,-2.08297295,-1.98767661,9.5296e-02,7.6212e-02,-2.06403288,-2.03290962,-2.02971995,3.1897e-03,3.4313e-02,-2.65149833,-2.65084493,-2.69275513,4.1910e-02,4.1257e-02,2.19705687,2.18276382,2.18351238,7.4856e-04,1.3544e-02
1,3,FP32,1.000000e-02,900,1974092,9.827639e-02,9.401330e-02,9.5296e-02,3.5286e-02,7.6211e-02,4.1331e-02,-2.06388816,-2.08297295,-1.98767686,9.5296e-02,7.6211e-02,-2.06403288,-2.03290962,-2.02972054,3.1891e-03,3.4312e-02,-2.65149833,-2.65084493,-2.69275475,4.1910e-02,4.1256e-02,2.19705687,2.18276382,2.18351269,7.4887e-04,1.3544e-02
1,3,FP16,1.000000e-02,900,1974092,1.453546e-01,9.401330e-02,3.8154e-01,1.4170e-01,4.1267e-01,1.5767e-01,-2.06388816,-2.08297295,-2.09375000,1.0777e-02,2.9862e-02,-2.06403288,-2.03290962,-1.65136719,3.8154e-01,4.1267e-01,-2.65149833,-2.65084493,-2.67968750,2.8843e-02,2.8189e-02,2.19705687,2.18276382,2.03710938,1.4565e-01,1.5995e-01
1,3,FP16ALT,1.000000e-02,900,1974092,1.826057e-01,9.401330e-02,3.9228e-01,1.7097e-01,4.2341e-01,1.7771e-01,-2.06388816,-2.08297295,-2.00000000,8.2973e-02,6.3888e-02,-2.06403288,-2.03290962,-1.64062500,3.9228e-01,4.2341e-01,-2.65149833,-2.65084493,-2.62500000,2.5845e-02,2.6498e-02,2.19705687,2.18276382,2.00000000,1.8276e-01,1.9706e-01
2,3,FP64,1.000000e-02,900,1974092,8.769224e-02,7.905098e-02,1.1205e-01,4.0913e-02,8.4184e-02,3.8230e-02,0.60669007,0.57882361,0.69087406,1.1205e-01,8.4184e-02,1.24843547,1.23142797,1.24073550,9.3075e-03,7.7000e-03,-2.87649303,-2.88338048,-2.91337098,2.9991e-02,3.6878e-02,2.81945911,2.83131176,2.84361563,1.2304e-02,2.4157e-02
2,3,FP32,1.000000e-02,900,1974092,8.769225e-02,7.905098e-02,1.1205e-01,4.0913e-02,8.4185e-02,3.8230e-02,0.60669007,0.57882361,0.69087481,1.1205e-01,8.4185e-02,1.24843547,1.23142797,1.24073517,9.3072e-03,7.7003e-03,-2.87649303,-2.88338048,-2.91337132,2.9991e-02,3.6878e-02,2.81945911,2.83131176,2.84361553,1.2304e-02,2.4156e-02
2,3,FP16,1.000000e-02,900,1974092,8.405182e-02,7.905098e-02,1.2306e-01,4.7016e-02,1.0606e-01,4.5046e-02,0.60669007,0.57882361,0.57421875,4.6049e-03,3.2471e-02,1.24843547,1.23142797,1.35449219,1.2306e-01,1.0606e-01,-2.87649303,-2.88338048,-2.85937500,2.4005e-02,1.7118e-02,2.81945911,2.83131176,2.79492188,3.6390e-02,2.4537e-02
2,3,FP16ALT,1.000000e-02,900,1974092,2.884400e-01,7.905098e-02,4.4894e-01,2.8272e-01,4.7681e-01,2.9518e-01,0.60669007,0.57882361,0.12988281,4.4894e-01,4.7681e-01,1.24843547,1.23142797,1.00781250,2.2362e-01,2.4062e-01,-2.87649303,-2.88338048,-2.54687500,3.3651e-01,3.2962e-01,2.81945911,2.83131176,2.95312500,1.2181e-01,1.3367e-01
3,3,FP64,1.000000e-02,900,1974092,2.373410e-01,8.452024e-02,6.6985e-01,3.2425e-01,6.6536e-01,3.2690e-01,1.99465584,2.00988012,1.72882793,2.8105e-01,2.6583e-01,-1.72596534,-1.73045573,-1.06060628,6.6985e-01,6.6536e-01,-1.90905020,-1.87803490,-1.78558724,9.2448e-02,1.2346e-01,-1.89957294,-1.89886701,-2.15250927,2.5364e-01,2.5294e-01
3,3,FP32,1.000000e-02,900,1974092,2.373405e-01,8.452024e-02,6.6985e-01,3.2425e-01,6.6536e-01,3.2690e-01,1.99465584,2.00988012,1.72882879,2.8105e-01,2.6583e-01,-1.72596534,-1.73045573,-1.06060684,6.6985e-01,6.6536e-01,-1.90905020,-1.87803490,-1.78558755,9.2447e-02,1.2346e-01,-1.89957294,-1.89886701,-2.15250897,2.5364e-01,2.5294e-01
3,3,FP16,1.000000e-02,900,1974092,2.822060e-01,8.452024e-02,7.3583e-01,3.7189e-01,7.3134e-01,3.7454e-01,1.99465584,2.00988012,1.66113281,3.4875e-01,3.3352e-01,-1.72596534,-1.73045573,-0.99462891,7.3583e-01,7.3134e-01,-1.90905020,-1.87803490,-1.75781250,1.2022e-01,1.5124e-01,-1.89957294,-1.89886701,-2.18164062,2.8277e-01,2.8207e-01
3,3,FP16ALT,1.000000e-02,900,1974092,7.999938e-01,8.452024e-02,1.0430e+00,7.1308e-01,1.0385e+00,7.1573e-01,1.99465584,2.00988012,1.00000000,1.0099e+00,9.9466e-01,-1.72596534,-1.73045573,-0.68750000,1.0430e+00,1.0385e+00,-1.90905020,-1.87803490,-1.42968750,4.4835e-01,4.7936e-01,-1.89957294,-1.89886701,-2.25000000,3.5113e-01,3.5043e-01
4,3,FP64,1.000000e-02,900,1974092,8.982986e-02,7.698073e-02,1.9890e-01,9.3829e-02,6.5960e-02,4.2219e-02,-1.17454654,-1.14211121,-1.21565883,7.3548e-02,4.1112e-02,0.14853859,0.28147587,0.08257860,1.9890e-01,6.5960e-02,-0.40832989,-0.42408348,-0.38920296,3.4881e-02,1.9127e-02,-1.25262516,-1.27793687,-1.20994717,6.7990e-02,4.2678e-02
4,3,FP32,1.000000e-02,900,1974092,8.982984e-02,7.698073e-02,1.9890e-01,9.3829e-02,6.5960e-02,4.2219e-02,-1.17454654,-1.14211121,-1.21565878,7.3548e-02,4.1112e-02,0.14853859,0.28147587,0.08257869,1.9890e-01,6.5960e-02,-0.40832989,-0.42408348,-0.38920301,3.4880e-02,1.9127e-02,-1.25262516,-1.27793687,-1.20994723,6.7990e-02,4.2678e-02
4,3,FP16,1.000000e-02,900,1974092,9.177245e-02,7.698073e-02,2.3335e-01,9.3212e-02,1.0041e-01,4.1603e-02,-1.17454654,-1.14211121,-1.17871094,3.6600e-02,4.1644e-03,0.14853859,0.28147587,0.04812622,2.3335e-01,1.0041e-01,-0.40832989,-0.42408348,-0.40283203,2.1251e-02,5.4979e-03,-1.25262516,-1.27793687,-1.19628906,8.1648e-02,5.6336e-02
4,3,FP16ALT,1.000000e-02,900,1974092,4.655648e-01,7.698073e-02,1.0393e+00,5.4495e-01,9.0635e-01,5.1743e-01,-1.17454654,-1.14211121,-0.59375000,5.4836e-01,5.8080e-01,0.14853859,0.28147587,-0.75781250,1.0393e+00,9.0635e-01,-0.40832989,-0.42408348,-0.64062500,2.1654e-01,2.3230e-01,-1.25262516,-1.27793687,-0.90234375,3.7559e-01,3.5028e-01
5,3,FP64,1.000000e-02,900,1974092,1.145715e-01,9.062032e-02,2.7663e-01,1.1253e-01,4.2451e-01,1.4453e-01,0.67111737,0.73214835,0.67681194,5.5336e-02,5.6946e-03,-2.16303684,-2.01516086,-1.73852787,2.7663e-01,4.2451e-01,-1.24713211,-1.24415381,-1.22221804,2.1936e-02,2.4914e-02,-0.80182894,-0.82861863,-0.92484257,9.6224e-02,1.2301e-01
5,3,FP32,1.000000e-02,900,1974092,1.145716e-01,9.062032e-02,2.7663e-01,1.1253e-01,4.2451e-01,1.4453e-01,0.67111737,0.73214835,0.67681187,5.5336e-02,5.6945e-03,-2.16303684,-2.01516086,-1.73852754,2.7663e-01,4.2451e-01,-1.24713211,-1.24415381,-1.22221804,2.1936e-02,2.4914e-02,-0.80182894,-0.82861863,-0.92484272,9.6224e-02,1.2301e-01
5,3,FP16,1.000000e-02,900,1974092,1.258285e-01,9.062032e-02,3.3450e-01,1.4435e-01,4.8237e-01,1.7350e-01,0.67111737,0.73214835,0.64550781,8.6641e-02,2.5610e-02,-2.16303684,-2.01516086,-1.68066406,3.3450e-01,4.8237e-01,-1.24713211,-1.24415381,-1.20605469,3.8099e-02,4.1077e-02,-0.80182894,-0.82861863,-0.94677734,1.1816e-01,1.4495e-01
5,3,FP16ALT,1.000000e-02,900,1974092,6.184510e-01,9.062032e-02,1.1792e+00,6.2079e-01,1.3271e+00,6.4994e-01,0.67111737,0.73214835,0.12500000,6.0715e-01,5.4612e-01,-2.16303684,-2.01516086,-0.83593750,1.1792e+00,1.3271e+00,-1.24713211,-1.24415381,-1.00000000,2.4415e-01,2.4713e-01,-0.80182894,-0.82861863,-1.28125000,4.5263e-01,4.7942e-01
6,3,FP64,1.000000e-02,900,1974092,1.096963e-01,6.206304e-02,3.2776e-01,1.6754e-01,1.9106e-01,1.3326e-01,-0.26358009,-0.25262578,-0.08898666,1.6364e-01,1.7459e-01,1.71105577,1.84775257,1.51999111,3.2776e-01,1.9106e-01,-1.80195731,-1.82801202,-1.87653977,4.8528e-02,7.4582e-02,0.08540663,0.04797216,0.17818778,1.3022e-01,9.2781e-02
6,3,FP32,1.000000e-02,900,1974092,1.096964e-01,6.206304e-02,3.2776e-01,1.6754e-01,1.9106e-01,1.3326e-01,-0.26358009,-0.25262578,-0.08898623,1.6364e-01,1.7459e-01,1.71105577,1.84775257,1.51999104,3.2776e-01,1.9106e-01,-1.80195731,-1.82801202,-1.87653995,4.8528e-02,7.4583e-02,0.08540663,0.04797216,0.17818783,1.3022e-01,9.2781e-02
6,3,FP16,1.000000e-02,900,1974092,1.099721e-01,6.206304e-02,3.3603e-01,1.6775e-01,1.9934e-01,1.3347e-01,-0.26358009,-0.25262578,-0.09686279,1.5576e-01,1.6672e-01,1.71105577,1.84775257,1.51171875,3.3603e-01,1.9934e-01,-1.80195731,-1.82801202,-1.87402344,4.6011e-02,7.2066e-02,0.08540663,0.04797216,0.18115234,1.3318e-01,9.5746e-02
6,3,FP16ALT,1.000000e-02,900,1974092,2.882286e-01,6.206304e-02,8.4775e-01,3.3598e-01,7.1106e-01,2.8319e-01,-0.26358009,-0.25262578,-0.30664062,5.4015e-02,4.3061e-02,1.71105577,1.84775257,1.00000000,8.4775e-01,7.1106e-01,-1.80195731,-1.82801202,-1.71093750,1.1707e-01,9.1020e-02,0.08540663,0.04797216,0.37304688,3.2507e-01,2.8764e-01
7,3,FP64,1.000000e-02,900,1974092,1.491529e-01,7.067806e-02,4.2451e-01,2.2105e-01,4.6881e-01,2.3808e-01,0.55448741,0.54791917,0.32557618,2.2234e-01,2.2891e-01,-2.72129752,-2.67699828,-2.25249134,4.2451e-01,4.6881e-01,0.64526911,0.65338365,0.72444575,7.1062e-02,7.9177e-02,-1.97685526,-1.98600572,-2.15227948,1.6627e-01,1.7542e-01
7,3,FP32,1.000000e-02,900,1974092,1.491527e-01,7.067806e-02,4.2451e-01,2.2105e-01,4.6881e-01,2.3808e-01,0.55448741,0.54791917,0.32557654,2.2234e-01,2.2891e-01,-2.72129752,-2.67699828,-2.25249219,4.2451e-01,4.6881e-01,0.64526911,0.65338365,0.72444540,7.1062e-02,7.9176e-02,-1.97685526,-1.98600572,-2.15227938,1.6627e-01,1.7542e-01
7,3,FP16,1.000000e-02,900,1974092,2.458502e-01,7.067806e-02,6.7700e-01,3.3519e-01,7.2130e-01,3.5223e-01,0.55448741,0.54791917,0.24523926,3.0268e-01,3.0925e-01,-2.72129752,-2.67699828,-2.00000000,6.7700e-01,7.2130e-01,0.64526911,0.65338365,0.74853516,9.5152e-02,1.0327e-01,-1.97685526,-1.98600572,-2.25195312,2.6595e-01,2.7510e-01
7,3,FP16ALT,1.000000e-02,900,1974092,9.512837e-01,7.067806e-02,1.6379e+00,7.1706e-01,1.6822e+00,7.3409e-01,0.55448741,0.54791917,0.06494141,4.8298e-01,4.8955e-01,-2.72129752,-2.67699828,-1.03906250,1.6379e+00,1.6822e+00,0.64526911,0.65338365,0.74609375,9.2710e-02,1.0082e-01,-1.97685526,-1.98600572,-2.64062500,6.5462e-01,6.6377e-01
8,3,FP64,1.000000e-02,900,1974092,6.010418e-01,9.104744e-02,1.1341e+00,5.9583e-01,1.2185e+00,6.3095e-01,-2.60969044,-2.55623412,-1.95042917,6.0580e-01,6.5926e-01,2.69331322,2.60891807,1.47481195,1.1341e+00,1.2185e+00,2.79379220,2.80964734,2.60206292,2.0758e-01,1.9173e-01,1.85038409,1.86884835,2.30467479,4.3583e-01,4.5429e-01
8,3,FP32,1.000000e-02,900,1974092,6.010416e-01,9.104744e-02,1.1341e+00,5.9583e-01,1.2185e+00,6.3095e-01,-2.60969044,-2.55623412,-1.95042968,6.0580e-01,6.5926e-01,2.69331322,2.60891807,1.47481239,1.1341e+00,1.2185e+00,2.79379220,2.80964734,2.60206318,2.0758e-01,1.9173e-01,1.85038409,1.86884835,2.30467486,4.3583e-01,4.5429e-01
8,3,FP16,1.000000e-02,900,1974092,6.801990e-01,9.104744e-02,1.1851e+00,6.4490e-01,1.2695e+00,6.8001e-01,-2.60969044,-2.55623412,-1.87011719,6.8612e-01,7.3957e-01,2.69331322,2.60891807,1.42382812,1.1851e+00,1.2695e+00,2.79379220,2.80964734,2.56054688,2.4910e-01,2.3325e-01,1.85038409,1.86884835,2.32812500,4.5928e-01,4.7774e-01
8,3,FP16ALT,1.000000e-02,900,1974092,2.006991e+00,9.104744e-02,1.7574e+00,1.1798e+00,1.8418e+00,1.2149e+00,-2.60969044,-2.55623412,-0.95703125,1.5992e+00,1.6527e+00,2.69331322,2.60891807,0.85156250,1.7574e+00,1.8418e+00,2.79379220,2.80964734,2.09375000,7.1590e-01,7.0004e-01,1.85038409,1.86884835,2.51562500,6.4678e-01,6.6524e-01
9,3,FP64,1.000000e-02,900,1974092,9.923209e-02,8.100869e-02,1.3900e-01,9.0443e-02,2.5994e-01,1.5076e-01,-1.17231738,-1.23300238,-1.35786462,1.2486e-01,1.8555e-01,-2.41396732,-2.29302123,-2.15402577,1.3900e-01,2.5994e-01,1.10539816,1.12085645,1.15541628,3.4560e-02,5.0018e-02,-0.35908504,-0.40327979,-0.46663359,6.3354e-02,1.0755e-01
9,3,FP32,1.000000e-02,900,1974092,9.923216e-02,8.100869e-02,1.3900e-01,9.0443e-02,2.5994e-01,1.5076e-01,-1.17231738,-1.23300238,-1.35786510,1.2486e-01,1.8555e-01,-2.41396732,-2.29302123,-2.15402508,1.3900e-01,2.5994e-01,1.10539816,1.12085645,1.15541649,3.4560e-02,5.0018e-02,-0.35908504,-0.40327979,-0.46663371,6.3354e-02,1.0755e-01
9,3,FP16,1.000000e-02,900,1974092,1.001469e-01,8.100869e-02,1.9146e-01,8.0751e-02,3.1240e-01,1.3680e-01,-1.17231738,-1.23300238,-1.27343750,4.0435e-02,1.0112e-01,-2.41396732,-2.29302123,-2.10156250,1.9146e-01,3.1240e-01,1.10539816,1.12085645,1.11230469,8.5518e-03,6.9065e-03,-0.35908504,-0.40327979,-0.48583984,8.2560e-02,1.2675e-01
9,3,FP16ALT,1.000000e-02,900,1974092,1.932440e-01,8.100869e-02,4.8052e-01,2.6598e-01,6.0147e-01,2.8823e-01,-1.17231738,-1.23300238,-1.00000000,2.3300e-01,1.7232e-01,-2.41396732,-2.29302123,-1.81250000,4.8052e-01,6.0147e-01,1.10539816,1.12085645,0.96484375,1.5601e-01,1.4055e-01,-0.35908504,-0.40327979,-0.59765625,1.9438e-01,2.3857e-01
10,3,FP64,1.000000e-02,900,1974092,1.136089e-01,8.312440e-02,2.9533e-01,1.5127e-01,3.5414e-01,2.0766e-01,-2.26777059,-2.15907466,-2.01079856,1.4828e-01,2.5697e-01,-0.02893854,-0.08774223,-0.38307615,2.9533e-01,3.5414e-01,-2.79366887,-2.83392151,-2.87727047,4.3349e-02,8.3602e-02,2.45592241,2.47370665,2.59184547,1.1814e-01,1.3592e-01
10,3,FP32,1.000000e-02,900,1974092,1.136090e-01,8.312440e-02,2.9533e-01,1.5127e-01,3.5414e-01,2.0766e-01,-2.26777059,-2.15907466,-2.01079702,1.4828e-01,2.5697e-01,-0.02893854,-0.08774223,-0.38307577,2.9533e-01,3.5414e-01,-2.79366887,-2.83392151,-2.87727141,4.3350e-02,8.3603e-02,2.45592241,2.47370665,2.59184527,1.1814e-01,1.3592e-01
10,3,FP16,1.000000e-02,900,1974092,1.160039e-01,8.312440e-02,3.3242e-01,1.3432e-01,3.9123e-01,1.8585e-01,-2.26777059,-2.15907466,-2.10156250,5.7512e-02,1.6621e-01,-0.02893854,-0.08774223,-0.42016602,3.3242e-01,3.9123e-01,-2.79366887,-2.83392151,-2.82421875,9.7028e-03,3.0550e-02,2.45592241,2.47370665,2.61132812,1.3762e-01,1.5541e-01
10,3,FP16ALT,1.000000e-02,900,1974092,2.133019e-01,8.312440e-02,5.8804e-01,2.2996e-01,6.4684e-01,2.6621e-01,-2.26777059,-2.15907466,-2.07812500,8.0950e-02,1.8965e-01,-0.02893854,-0.08774223,-0.67578125,5.8804e-01,6.4684e-01,-2.79366887,-2.83392151,-2.75000000,8.3922e-02,4.3669e-02,2.45592241,2.47370665,2.64062500,1.6692e-01,1.8470e-01
11,3,FP64,1.000000e-02,900,1974092,1.424753e-01,5.888004e-02,4.6251e-01,2.4075e-01,4.6672e-01,2.4271e-01,-1.44732011,-1.45867656,-1.21792012,2.4076e-01,2.2940e-01,0.97513371,0.97092028,0.50841272,4.6251e-01,4.6672e-01,-1.12973354,-1.11871841,-1.20135092,8.2633e-02,7.1617e-02,0.12040813,0.14641814,0.32352514,1.7711e-01,2.0312e-01
11,3,FP32,1.000000e-02,900,1974092,1.424753e-01,5.888004e-02,4.6251e-01,2.4075e-01,4.6672e-01,2.4271e-01,-1.44732011,-1.45867656,-1.21792030,2.4076e-01,2.2940e-01,0.97513371,0.97092028,0.50841260,4.6251e-01,4.6672e-01,-1.12973354,-1.11871841,-1.20135093,8.2633e-02,7.1617e-02,0.12040813,0.14641814,0.32352519,1.7711e-01,2.0312e-01
11,3,FP16,1.000000e-02,900,1974092,1.851093e-01,5.888004e-02,5.3586e-01,3.0027e-01,5.4008e-01,3.0223e-01,-1.44732011,-1.45867656,-1.12304688,3.3563e-01,3.2427e-01,0.97513371,0.97092028,0.43505859,5.3586e-01,5.4008e-01,-1.12973354,-1.11871841,-1.24316406,1.2445e-01,1.1343e-01,0.12040813,0.14641814,0.35156250,2.0514e-01,2.3115e-01
11,3,FP16ALT,1.000000e-02,900,1974092,6.724885e-01,5.888004e-02,1.3772e+00,6.3584e-01,1.3814e+00,6.3780e-01,-1.44732011,-1.45867656,-0.93359375,5.2508e-01,5.1373e-01,0.97513371,0.97092028,-0.40625000,1.3772e+00,1.3814e+00,-1.12973354,-1.11871841,-1.24218750,1.2347e-01,1.1245e-01,0.12040813,0.14641814,0.66406250,5.1764e-01,5.4365e-01
12,3,FP64,1.000000e-02,900,1974092,8.838402e-02,7.869983e-02,1.4338e-01,6.7038e-02,2.5568e-01,1.0500e-01,0.28026168,0.37282546,0.32138532,5.1440e-02,4.1124e-02,-1.89087327,-1.77857149,-1.63518856,1.4338e-01,2.5568e-01,2.81750777,2.79880552,2.82647898,2.7673e-02,8.9712e-03,1.65079694,1.58222241,1.53656540,4.5657e-02,1.1423e-01
12,3,FP32,1.000000e-02,900,1974092,8.838402e-02,7.869983e-02,1.4338e-01,6.7038e-02,2.5568e-01,1.0500e-01,0.28026168,0.37282546,0.32138517,5.1440e-02,4.1123e-02,-1.89087327,-1.77857149,-1.63518858,1.4338e-01,2.5568e-01,2.81750777,2.79880552,2.82647896,2.7673e-02,8.9712e-03,1.65079694,1.58222241,1.53656542,4.5657e-02,1.1423e-01
12,3,FP16,1.000000e-02,900,1974092,8.789880e-02,7.869983e-02,1.3795e-01,6.5246e-02,2.5025e-01,1.0463e-01,0.28026168,0.37282546,0.32421875,4.8607e-02,4.3957e-02,-1.89087327,-1.77857149,-1.64062500,1.3795e-01,2.5025e-01,2.81750777,2.79880552,2.82812500,2.9319e-02,1.0617e-02,1.65079694,1.58222241,1.53710938,4.5113e-02,1.1369e-01
12,3,FP16ALT,1.000000e-02,900,1974092,4.699457e-01,7.869983e-02,9.7388e-01,4.9064e-01,1.0862e+00,5.6367e-01,0.28026168,0.37282546,0.69921875,3.2639e-01,4.1896e-01,-1.89087327,-1.77857149,-0.80468750,9.7388e-01,1.0862e+00,2.81750777,2.79880552,2.51562500,2.8318e-01,3.0188e-01,1.65079694,1.58222241,1.20312500,3.7910e-01,4.4767e-01
13,3,FP64,1.000000e-02,900,1974092,9.375162e-02,6.738257e-02,3.4272e-01,1.5417e-01,3.3670e-01,1.5642e-01,2.63699365,2.63488111,2.52518323,1.0970e-01,1.1181e-01,2.36896410,2.36293940,2.70566108,3.4272e-01,3.3670e-01,0.58739987,0.61659996,0.65760553,4.1006e-02,7.0206e-02,2.53124541,2.54756006,2.42429024,1.2327e-01,1.0696e-01
13,3,FP32,1.000000e-02,900,1974092,9.375140e-02,6.738257e-02,3.4272e-01,1.5417e-01,3.3670e-01,1.5642e-01,2.63699365,2.63488111,2.52518368,1.0970e-01,1.1181e-01,2.36896410,2.36293940,2.70565987,3.4272e-01,3.3670e-01,0.58739987,0.61659996,0.65760553,4.1006e-02,7.0206e-02,2.53124541,2.54756006,2.42429066,1.2327e-01,1.0695e-01
13,3,FP16,1.000000e-02,900,1974092,1.961480e-01,6.738257e-02,6.5269e-01,3.2783e-01,6.4666e-01,3.3007e-01,2.63699365,2.63488111,2.32617188,3.0871e-01,3.1082e-01,2.36896410,2.36293940,3.01562500,6.5269e-01,6.4666e-01,0.58739987,0.61659996,0.73144531,1.1485e-01,1.4405e-01,2.53124541,2.54756006,2.31250000,2.3506e-01,2.1875e-01
13,3,FP16ALT,1.000000e-02,900,1974092,3.719761e-01,6.738257e-02,7.9113e-01,3.0624e-01,7.9324e-01,3.1664e-01,2.63699365,2.63488111,1.84375000,7.9113e-01,7.9324e-01,2.36896410,2.36293940,2.39062500,2.7686e-02,2.1661e-02,0.58739987,0.61659996,1.00781250,3.9121e-01,4.2041e-01,2.53124541,2.54756006,2.56250000,1.4940e-02,3.1255e-02
14,3,FP64,1.000000e-02,900,1974092,1.957327e-01,9.159796e-02,5.5005e-01,2.7154e-01,5.0148e-01,2.5583e-01,-2.46904499,-2.48164564,-2.23270055,2.4895e-01,2.3634e-01,-1.82410283,-1.77553152,-2.32558432,5.5005e-01,5.0148e-01,-2.72863627,-2.74894483,-2.81379287,6.4848e-02,8.5157e-02,-1.04801802,-1.06997875,-0.84766163,2.2232e-01,2.0036e-01
14,3,FP32,1.000000e-02,900,1974092,1.957333e-01,9.159796e-02,5.5005e-01,2.7154e-01,5.0148e-01,2.5584e-01,-2.46904499,-2.48164564,-2.23269892,2.4895e-01,2.3635e-01,-1.82410283,-1.77553152,-2.32558513,5.5005e-01,5.0148e-01,-2.72863627,-2.74894483,-2.81379366,6.4849e-02,8.5157e-02,-1.04801802,-1.06997875,-0.84766132,2.2232e-01,2.0036e-01
14,3,FP16,1.000000e-02,900,1974092,2.503459e-01,9.159796e-02,5.2916e-01,3.3882e-01,4.8058e-01,3.2311e-01,-2.46904499,-2.48164564,-2.03125000,4.5040e-01,4.3779e-01,-1.82410283,-1.77553152,-2.30468750,5.2916e-01,4.8058e-01,-2.72863627,-2.74894483,-2.91015625,1.6121e-01,1.8152e-01,-1.04801802,-1.06997875,-0.85546875,2.1451e-01,1.9255e-01
14,3,FP16ALT,1.000000e-02,900,1974092,2.579285e-01,9.159796e-02,4.8165e-01,2.9683e-01,4.6904e-01,2.8112e-01,-2.46904499,-2.48164564,-2.00000000,4.8165e-01,4.6904e-01,-1.82410283,-1.77553152,-2.20312500,4.2759e-01,3.7902e-01,-2.72863627,-2.74894483,-2.85937500,1.1043e-01,1.3074e-01,-1.04801802,-1.06997875,-0.90234375,1.6764e-01,1.4567e-01
15,3,FP64,1.000000e-02,900,1974092,1.023332e-01,8.987938e-02,1.3504e-01,7.0667e-02,2.0524e-01,1.3708e-01,-0.66793626,-0.73813682,-0.87317912,1.3504e-01,2.0524e-01,-1.37190581,-1.24913780,-1.18100025,6.8138e-02,1.9091e-01,1.97242505,2.00511369,2.04701192,4.1898e-02,7.4587e-02,-0.85948004,-0.89946241,-0.93705184,3.7589e-02,7.7572e-02
15,3,FP32,1.000000e-02,900,1974092,1.023333e-01,8.987938e-02,1.3504e-01,7.0667e-02,2.0524e-01,1.3708e-01,-0.66793626,-0.73813682,-0.87317961,1.3504e-01,2.0524e-01,-1.37190581,-1.24913780,-1.18100023,6.8138e-02,1.9091e-01,1.97242505,2.00511369,2.04701233,4.1899e-02,7.4587e-02,-0.85948004,-0.89946241,-0.93705189,3.7589e-02,7.7572e-02
15,3,FP16,1.000000e-02,900,1974092,9.222550e-02,8.987938e-02,7.8987e-02,3.2670e-02,9.7689e-02,4.7484e-02,-0.66793626,-0.73813682,-0.76562500,2.7488e-02,9.7689e-02,-1.37190581,-1.24913780,-1.32812500,7.8987e-02,4.3781e-02,1.97242505,2.00511369,2.00000000,5.1137e-03,2.7575e-02,-0.85948004,-0.89946241,-0.88037109,1.9091e-02,2.0891e-02
15,3,FP16ALT,1.000000e-02,900,1974092,1.657496e-01,8.987938e-02,2.4914e-01,1.9511e-01,3.7191e-01,2.1007e-01,-0.66793626,-0.73813682,-0.50000000,2.3814e-01,1.6794e-01,-1.37190581,-1.24913780,-1.00000000,2.4914e-01,3.7191e-01,1.97242505,2.00511369,1.82812500,1.7699e-01,1.4430e-01,-0.85948004,-0.89946241,-1.01562500,1.1616e-01,1.5614e-01
