test_idx,degree,format,learning_rate,max_iter,cycles,hw_loss,golden_loss,max_abs_err_vs_golden,mean_abs_err_vs_golden,max_abs_err_vs_true,mean_abs_err_vs_true,true_0,golden_0,hw_0,abs_err_vs_golden_0,abs_err_vs_true_0,true_1,golden_1,hw_1,abs_err_vs_golden_1,abs_err_vs_true_1,true_2,golden_2,hw_2,abs_err_vs_golden_2,abs_err_vs_true_2,true_3,golden_3,hw_3,abs_err_vs_golden_3,abs_err_vs_true_3,true_4,golden_4,hw_4,abs_err_vs_golden_4,abs_err_vs_true_4,true_5,golden_5,hw_5,abs_err_vs_golden_5,abs_err_vs_true_5,true_6,golden_6,hw_6,abs_err_vs_golden_6,abs_err_vs_true_6
10,6,FP64,1.562500e-04,10000,64696470,3.571035e+40,2.292327e-01,3.2151e+19,2.0323e+19,3.2151e+19,2.0323e+19,-1.82410283,-1.48288205,-32150983606028349440.00000000,3.2151e+19,3.2151e+19,-2.72863627,-1.84512629,-21301582028138209280.00000000,2.1302e+19,2.1302e+19,-1.04801802,-1.19566648,5907088103657858048.00000000,5.9071e+18,5.9071e+18,-0.66793626,-1.23199945,23711557398377893888.00000000,2.3712e+19,2.3712e+19,-1.37190581,-1.42972646,-32064587647604490240.00000000,3.2065e+19,3.2065e+19,1.97242505,2.05649881,-20988562704898195456.00000000,2.0989e+19,2.0989e+19,-0.85948004,-0.84028885,6137098443027883008.00000000,6.1371e+18,6.1371e+18
10,6,FP32,1.562500e-04,10000,64696470,3.571027e+40,2.292327e-01,3.2151e+19,2.0323e+19,3.2151e+19,2.0323e+19,-1.82410283,-1.48288205,-32150951449193349120.00000000,3.2151e+19,3.2151e+19,-2.72863627,-1.84512629,-21301560044532269056.00000000,2.1302e+19,2.1302e+19,-1.04801802,-1.19566648,5907081690005635072.00000000,5.9071e+18,5.9071e+18,-0.66793626,-1.23199945,23711537800012627968.00000000,2.3712e+19,2.3712e+19,-1.37190581,-1.42972646,-32064556223529222144.00000000,3.2065e+19,3.2065e+19,1.97242505,2.05649881,-20988540079220719616.00000000,2.0989e+19,2.0989e+19,-0.85948004,-0.84028885,6137091825954979840.00000000,6.1371e+18,6.1371e+18
10,6,FP16,1.562500e-04,10000,64696470,nan,2.292327e-01,nan,nan,nan,nan,-1.82410283,-1.48288205,nan,nan,nan,-2.72863627,-1.84512629,nan,nan,nan,-1.04801802,-1.19566648,nan,nan,nan,-0.66793626,-1.23199945,nan,nan,nan,-1.37190581,-1.42972646,nan,nan,nan,1.97242505,2.05649881,nan,nan,nan,-0.85948004,-0.84028885,nan,nan,nan
10,6,FP16ALT,1.562500e-04,10000,64696470,6.218298e+49,2.292327e-01,1.2089e+24,7.7464e+23,1.2089e+24,7.7464e+23,-1.82410283,-1.48288205,-1208925819614629174706176.00000000,1.2089e+24,1.2089e+24,-2.72863627,-1.84512629,-864193066365145074106368.00000000,8.6419e+23,8.6419e+23,-1.04801802,-1.19566648,223131816315590736347136.00000000,2.2313e+23,2.2313e+23,-0.66793626,-1.23199945,840581233950796848037888.00000000,8.4058e+23,8.4058e+23,-1.37190581,-1.42972646,-1204203453131759529492480.00000000,1.2042e+24,1.2042e+24,1.97242505,2.05649881,-850025966916536138465280.00000000,8.5003e+23,8.5003e+23,-0.85948004,-0.84028885,231395957660612615471104.00000000,2.3140e+23,2.3140e+23
11,4,FP64,2.500000e-03,3600,12142573,7.424500e+00,6.003050e-02,2.9703e+00,1.1991e+00,3.0222e+00,1.2007e+00,0.64220549,0.59030083,-2.37996796,2.9703e+00,3.0222e+00,-1.34400491,-1.30851472,0.17320040,1.4817e+00,1.5172e+00,-1.22235897,-1.16480677,-1.58205556,4.1725e-01,3.5970e-01,-2.00839837,-1.99601675,-2.59427318,5.9826e-01,5.8587e-01,-2.90618156,-2.91520035,-2.38741666,5.2778e-01,5.1876e-01,,,,,,,,,,
11,4,FP32,2.500000e-03,3600,12142573,7.424499e+00,6.003050e-02,2.9703e+00,1.1991e+00,3.0222e+00,1.2007e+00,0.64220549,0.59030083,-2.37996840,2.9703e+00,3.0222e+00,-1.34400491,-1.30851472,0.17320065,1.4817e+00,1.5172e+00,-1.22235897,-1.16480677,-1.58205485,4.1725e-01,3.5970e-01,-2.00839837,-1.99601675,-2.59427309,5.9826e-01,5.8587e-01,-2.90618156,-2.91520035,-2.38741708,5.2778e-01,5.1876e-01,,,,,,,,,,
11,4,FP16,2.500000e-03,3600,12142573,8.421899e+00,6.003050e-02,2.5796e+00,1.1076e+00,2.6315e+00,1.1093e+00,0.64220549,0.59030083,-1.98925781,2.5796e+00,2.6315e+00,-1.34400491,-1.30851472,-1.05078125,2.5773e-01,2.9322e-01,-1.22235897,-1.16480677,-2.81835938,1.6536e+00,1.5960e+00,-2.00839837,-1.99601675,-2.12695312,1.3094e-01,1.1855e-01,-2.90618156,-2.91520035,-1.99902344,9.1618e-01,9.0716e-01,,,,,,,,,,
11,4,FP16ALT,2.500000e-03,3600,12142573,9.610217e+00,6.003050e-02,2.4887e+00,1.2572e+00,2.5406e+00,1.2496e+00,0.64220549,0.59030083,-1.89843750,2.4887e+00,2.5406e+00,-1.34400491,-1.30851472,-2.26562500,9.5711e-01,9.2162e-01,-1.22235897,-1.16480677,-2.67187500,1.5071e+00,1.4495e+00,-2.00839837,-1.99601675,-1.65625000,3.3977e-01,3.5215e-01,-2.90618156,-2.91520035,-1.92187500,9.9333e-01,9.8431e-01,,,,,,,,,,
13,3,FP64,1.000000e-02,900,1974092,3.050169e-01,6.721865e-02,8.0807e-01,4.0119e-01,8.0286e-01,3.9684e-01,-1.80694558,-1.80446359,-1.43571102,3.6875e-01,3.7123e-01,1.26805172,1.27325796,0.46519052,8.0807e-01,8.0286e-01,1.74105324,1.76818875,1.65435915,1.1383e-01,8.6694e-02,0.63575985,0.64821944,0.96232142,3.1410e-01,3.2656e-01,,,,,,,,,,,,,,,
13,3,FP32,1.000000e-02,900,1974092,3.050167e-01,6.721865e-02,8.0807e-01,4.0119e-01,8.0286e-01,3.9684e-01,-1.80694558,-1.80446359,-1.43571126,3.6875e-01,3.7123e-01,1.26805172,1.27325796,0.46519068,8.0807e-01,8.0286e-01,1.74105324,1.76818875,1.65435922,1.1383e-01,8.6694e-02,0.63575985,0.64821944,0.96232140,3.1410e-01,3.2656e-01,,,,,,,,,,,,,,,
13,3,FP16,1.000000e-02,900,1974092,3.341928e-01,6.721865e-02,8.3405e-01,4.3047e-01,8.2884e-01,4.2612e-01,-1.80694558,-1.80446359,-1.38085938,4.2360e-01,4.2609e-01,1.26805172,1.27325796,0.43920898,8.3405e-01,8.2884e-01,1.74105324,1.76818875,1.62792969,1.4026e-01,1.1312e-01,0.63575985,0.64821944,0.97216797,3.2395e-01,3.3641e-01,,,,,,,,,,,,,,,
13,3,FP16ALT,1.000000e-02,900,1974092,8.533293e-01,6.721865e-02,1.1790e+00,7.5633e-01,1.1738e+00,7.5198e-01,-1.80694558,-1.80446359,-0.81250000,9.9196e-01,9.9445e-01,1.26805172,1.27325796,0.09423828,1.1790e+00,1.1738e+00,1.74105324,1.76818875,1.35937500,4.0881e-01,3.8168e-01,0.63575985,0.64821944,1.09375000,4.4553e-01,4.5799e-01,,,,,,,,,,,,,,,
14,2,FP64,1.000000e-02,900,1130756,9.231635e-02,9.145067e-02,1.1860e-02,9.4311e-03,1.0763e-02,5.2580e-03,-0.84920563,-0.86126439,-0.84940429,1.1860e-02,1.9866e-04,-2.30478564,-2.31624202,-2.30959746,6.6446e-03,4.8118e-03,2.17862056,2.15806849,2.16785715,9.7887e-03,1.0763e-02,,,,,,,,,,,,,,,,,,,,
14,2,FP32,1.000000e-02,900,1130756,9.231636e-02,9.145067e-02,1.1860e-02,9.4312e-03,1.0763e-02,5.2578e-03,-0.84920563,-0.86126439,-0.84940416,1.1860e-02,1.9853e-04,-2.30478564,-2.31624202,-2.30959725,6.6448e-03,4.8116e-03,2.17862056,2.15806849,2.16785717,9.7887e-03,1.0763e-02,,,,,,,,,,,,,,,,,,,,
14,2,FP16,1.000000e-02,900,1130756,9.726394e-02,9.145067e-02,8.8803e-02,5.5653e-02,7.6745e-02,6.2303e-02,-0.84920563,-0.86126439,-0.77246094,8.8803e-02,7.6745e-02,-2.30478564,-2.31624202,-2.35546875,3.9227e-02,5.0683e-02,2.17862056,2.15806849,2.11914062,3.8928e-02,5.9480e-02,,,,,,,,,,,,,,,,,,,,
14,2,FP16ALT,1.000000e-02,900,1130756,1.673308e-01,9.145067e-02,3.8275e-01,2.1017e-01,3.7069e-01,2.0918e-01,-0.84920563,-0.86126439,-0.47851562,3.8275e-01,3.7069e-01,-2.30478564,-2.31624202,-2.26562500,5.0617e-02,3.9161e-02,2.17862056,2.15806849,1.96093750,1.9713e-01,2.1768e-01,,,,,,,,,,,,,,,,,,,,
15,4,FP64,2.500000e-03,3600,12142573,3.928840e+00,9.040752e-02,2.0404e+00,8.5852e-01,1.8733e+00,8.3988e-01,-1.01461185,-1.18165685,0.85872452,2.0404e+00,1.8733e+00,-2.61864990,-2.46612017,-3.34461358,8.7849e-01,7.2596e-01,-1.13410607,-0.90849284,-0.34812332,5.6037e-01,7.8598e-01,-1.04890007,-1.09909824,-0.74788833,3.5121e-01,3.0101e-01,1.37763707,1.32665358,0.86451199,4.6214e-01,5.1313e-01,,,,,,,,,,
15,4,FP32,2.500000e-03,3600,12142573,3.928840e+00,9.040752e-02,2.0404e+00,8.5852e-01,1.8733e+00,8.3988e-01,-1.01461185,-1.18165685,0.85872430,2.0404e+00,1.8733e+00,-2.61864990,-2.46612017,-3.34461284,8.7849e-01,7.2596e-01,-1.13410607,-0.90849284,-0.34812278,5.6037e-01,7.8598e-01,-1.04890007,-1.09909824,-0.74788862,3.5121e-01,3.0101e-01,1.37763707,1.32665358,0.86451179,4.6214e-01,5.1313e-01,,,,,,,,,,
15,4,FP16,2.500000e-03,3600,12142573,5.030084e+00,9.040752e-02,1.6868e+00,9.4807e-01,1.9124e+00,1.0105e+00,-1.01461185,-1.18165685,0.50341797,1.6851e+00,1.5180e+00,-2.61864990,-2.46612017,-2.04492188,4.2120e-01,5.7373e-01,-1.13410607,-0.90849284,0.77832031,1.6868e+00,1.9124e+00,-1.04890007,-1.09909824,-1.23144531,1.3235e-01,1.8255e-01,1.37763707,1.32665358,0.51171875,8.1493e-01,8.6592e-01,,,,,,,,,,
15,4,FP16ALT,2.500000e-03,3600,12142573,5.480207e+00,9.040752e-02,1.7637e+00,1.2029e+00,1.7280e+00,1.2653e+00,-1.01461185,-1.18165685,0.58203125,1.7637e+00,1.5966e+00,-2.61864990,-2.46612017,-0.89062500,1.5755e+00,1.7280e+00,-1.13410607,-0.90849284,0.38281250,1.2913e+00,1.5169e+00,-1.04890007,-1.09909824,-1.75000000,6.5090e-01,7.0110e-01,1.37763707,1.32665358,0.59375000,7.3290e-01,7.8389e-01,,,,,,,,,,
16,6,FP64,1.562500e-04,10000,64696470,1.601373e+40,2.622557e-01,2.1530e+19,1.3609e+19,2.1530e+19,1.3609e+19,2.32327646,1.18750975,21529969495702736896.00000000,2.1530e+19,2.1530e+19,-0.16671045,0.38670766,14264646360307113984.00000000,1.4265e+19,1.4265e+19,-2.28243452,0.17723142,-3955693183095517696.00000000,3.9557e+18,3.9557e+18,1.27946872,0.67317718,-15878491113626765312.00000000,1.5878e+19,1.5878e+19,1.56471029,0.29855151,21472114271980470272.00000000,2.1472e+19,2.1472e+19,0.36766319,0.49532904,14055032353982920704.00000000,1.4055e+19,1.4055e+19,1.62580308,1.80890512,-4109720059878359040.00000000,4.1097e+18,4.1097e+18
16,6,FP32,1.562500e-04,10000,64696470,1.601371e+40,2.622557e-01,2.1530e+19,1.3609e+19,2.1530e+19,1.3609e+19,2.32327646,1.18750975,21529970391063199744.00000000,2.1530e+19,2.1530e+19,-0.16671045,0.38670766,14264641646300758016.00000000,1.4265e+19,1.4265e+19,-2.28243452,0.17723142,-3955694566429949952.00000000,3.9557e+18,3.9557e+18,1.27946872,0.67317718,-15878491619410837504.00000000,1.5878e+19,1.5878e+19,1.56471029,0.29855151,21472116288232882176.00000000,2.1472e+19,2.1472e+19,0.36766319,0.49532904,14055027451046658048.00000000,1.4055e+19,1.4055e+19,1.62580308,1.80890512,-4109721302074392576.00000000,4.1097e+18,4.1097e+18
16,6,FP16,1.562500e-04,10000,64696470,nan,2.622557e-01,nan,nan,nan,nan,2.32327646,1.18750975,nan,nan,nan,-0.16671045,0.38670766,nan,nan,nan,-2.28243452,0.17723142,nan,nan,nan,1.27946872,0.67317718,nan,nan,nan,1.56471029,0.29855151,nan,nan,nan,0.36766319,0.49532904,nan,nan,nan,1.62580308,1.80890512,nan,nan,nan
16,6,FP16ALT,1.562500e-04,10000,64696470,4.672795e+49,2.622557e-01,9.8697e+23,6.2521e+23,9.8697e+23,6.2521e+23,2.32327646,1.18750975,986974594919755849662464.00000000,9.8697e+23,9.8697e+23,-0.16671045,0.38670766,717799705396186072481792.00000000,7.1780e+23,7.1780e+23,-2.28243452,0.17723142,-160560460417567937265664.00000000,1.6056e+23,1.6056e+23,1.27946872,0.67317718,-651686574636011039490048.00000000,6.5169e+23,6.5169e+23,1.56471029,0.29855151,982252228436886204448768.00000000,9.8225e+23,9.8225e+23,0.36766319,0.49532904,708354972430446782054400.00000000,7.0835e+23,7.0835e+23,1.62580308,1.80890512,-168824601762589816389632.00000000,1.6882e+23,1.6882e+23
17,3,FP64,1.000000e-02,900,1974092,3.126478e-01,1.069648e-01,5.9772e-01,3.6476e-01,5.2495e-01,3.6569e-01,0.13639698,0.07650361,-0.38768040,4.6418e-01,5.2408e-01,-0.43475389,-0.50751907,0.09020045,5.9772e-01,5.2495e-01,-2.84748524,-2.80344775,-2.65832714,1.4512e-01,1.8916e-01,-2.35265144,-2.32521875,-2.57721806,2.5200e-01,2.2457e-01,,,,,,,,,,,,,,,
17,3,FP32,1.000000e-02,900,1974092,3.126478e-01,1.069648e-01,5.9772e-01,3.6476e-01,5.2495e-01,3.6569e-01,0.13639698,0.07650361,-0.38768044,4.6418e-01,5.2408e-01,-0.43475389,-0.50751907,0.09020019,5.9772e-01,5.2495e-01,-2.84748524,-2.80344775,-2.65832734,1.4512e-01,1.8916e-01,-2.35265144,-2.32521875,-2.57721806,2.5200e-01,2.2457e-01,,,,,,,,,,,,,,,
17,3,FP16,1.000000e-02,900,1974092,2.908446e-01,1.069648e-01,5.2458e-01,3.4661e-01,5.3923e-01,3.4754e-01,0.13639698,0.07650361,-0.40283203,4.7934e-01,5.3923e-01,-0.43475389,-0.50751907,0.01705933,5.2458e-01,4.5181e-01,-2.84748524,-2.80344775,-2.64062500,1.6282e-01,2.0686e-01,-2.35265144,-2.32521875,-2.54492188,2.1970e-01,1.9227e-01,,,,,,,,,,,,,,,
17,3,FP16ALT,1.000000e-02,900,1974092,7.003751e-01,1.069648e-01,8.9291e-01,6.2851e-01,9.5280e-01,6.7955e-01,0.13639698,0.07650361,-0.81640625,8.9291e-01,9.5280e-01,-0.43475389,-0.50751907,-1.31250000,8.0498e-01,8.7775e-01,-2.84748524,-2.80344775,-2.29687500,5.0657e-01,5.5061e-01,-2.35265144,-2.32521875,-2.01562500,3.0959e-01,3.3703e-01,,,,,,,,,,,,,,,
19,6,FP64,1.562500e-04,10000,64696470,1.352643e+40,5.324745e-01,1.9787e+19,1.2508e+19,1.9787e+19,1.2508e+19,-2.16401127,-1.44604448,19787401870355140608.00000000,1.9787e+19,1.9787e+19,0.62650428,-0.48355278,13110111007181549568.00000000,1.3110e+19,1.3110e+19,0.23904655,0.64574608,-3635531889878345728.00000000,3.6355e+18,3.6355e+18,-1.78163265,-0.67154733,-14593336271233781760.00000000,1.4593e+19,1.4593e+19,2.65712142,1.82952669,19734229265427841024.00000000,1.9734e+19,1.9734e+19,0.59319280,0.36609880,12917462495458400256.00000000,1.2917e+19,1.2917e+19,1.16870960,1.34734790,-3777092318486759936.00000000,3.7771e+18,3.7771e+18
19,6,FP32,1.562500e-04,10000,64696470,1.352645e+40,5.324745e-01,1.9787e+19,1.2508e+19,1.9787e+19,1.2508e+19,-2.16401127,-1.44604448,19787407188759150592.00000000,1.9787e+19,1.9787e+19,0.62650428,-0.48355278,13110119252763869184.00000000,1.3110e+19,1.3110e+19,0.23904655,0.64574608,-3635531623828553728.00000000,3.6355e+18,3.6355e+18,-1.78163265,-0.67154733,-14593336249377882112.00000000,1.4593e+19,1.4593e+19,2.65712142,1.82952669,19734234806439903232.00000000,1.9734e+19,1.9734e+19,0.59319280,0.36609880,12917470521926352896.00000000,1.2917e+19,1.2917e+19,1.16870960,1.34734790,-3777092096637272064.00000000,3.7771e+18,3.7771e+18
19,6,FP16,1.562500e-04,10000,64696470,nan,5.324745e-01,nan,nan,nan,nan,-2.16401127,-1.44604448,nan,nan,nan,0.62650428,-0.48355278,nan,nan,nan,0.23904655,0.64574608,nan,nan,nan,-1.78163265,-0.67154733,nan,nan,nan,2.65712142,1.82952669,nan,nan,nan,0.59319280,0.36609880,nan,nan,nan,1.16870960,1.34734790,nan,nan,nan
19,6,FP16ALT,1.562500e-04,10000,64696470,4.835096e+49,5.324745e-01,1.0011e+24,6.3634e+23,1.0011e+24,6.3634e+23,-2.16401127,-1.44604448,1001141694368364785303552.00000000,1.0011e+24,1.0011e+24,0.62650428,-0.48355278,731966804844795008122880.00000000,7.3197e+23,7.3197e+23,0.23904655,0.64574608,-164102235279720171175936.00000000,1.6410e+23,1.6410e+23,-1.78163265,-0.67154733,-665853674084619975131136.00000000,6.6585e+23,6.6585e+23,2.65712142,1.82952669,996419327885495140089856.00000000,9.9642e+23,9.9642e+23,0.59319280,0.36609880,722522071879055717695488.00000000,7.2252e+23,7.2252e+23,1.16870960,1.34734790,-172366376624742050299904.00000000,1.7237e+23,1.7237e+23
20,4,FP64,2.500000e-03,3600,12142573,4.144837e-01,7.553164e-02,5.8913e-01,3.0581e-01,6.8885e-01,2.9747e-01,2.57818591,2.47846554,1.88933446,5.8913e-01,6.8885e-01,1.84872228,1.80902048,2.33523118,5.2621e-01,4.8651e-01,0.80042254,0.97547516,0.87650299,9.8972e-02,7.6080e-02,2.22876354,2.26885025,2.05836938,2.1048e-01,1.7039e-01,1.82203246,1.78326613,1.88752928,1.0426e-01,6.5497e-02,,,,,,,,,,
20,4,FP32,2.500000e-03,3600,12142573,4.144854e-01,7.553164e-02,5.8913e-01,3.0581e-01,6.8885e-01,2.9747e-01,2.57818591,2.47846554,1.88933158,5.8913e-01,6.8885e-01,1.84872228,1.80902048,2.33524299,5.2622e-01,4.8652e-01,0.80042254,0.97547516,0.87651187,9.8963e-02,7.6089e-02,2.22876354,2.26885025,2.05836463,2.1049e-01,1.7040e-01,1.82203246,1.78326613,1.88752639,1.0426e-01,6.5494e-02,,,,,,,,,,
20,4,FP16,2.500000e-03,3600,12142573,3.600912e-01,7.553164e-02,7.2944e-01,3.7734e-01,8.2916e-01,4.2409e-01,2.57818591,2.47846554,1.74902344,7.2944e-01,8.2916e-01,1.84872228,1.80902048,2.33203125,5.2301e-01,4.8331e-01,0.80042254,0.97547516,1.37988281,4.0441e-01,5.7946e-01,2.22876354,2.26885025,2.07617188,1.9268e-01,1.5259e-01,1.82203246,1.78326613,1.74609375,3.7172e-02,7.5939e-02,,,,,,,,,,
20,4,FP16ALT,2.500000e-03,3600,12142573,7.719726e-01,7.553164e-02,1.0558e+00,6.1953e-01,1.2308e+00,6.6628e-01,2.57818591,2.47846554,1.47656250,1.0019e+00,1.1016e+00,1.84872228,1.80902048,2.28125000,4.7223e-01,4.3253e-01,0.80042254,0.97547516,2.03125000,1.0558e+00,1.2308e+00,2.22876354,2.26885025,2.00000000,2.6885e-01,2.2876e-01,1.82203246,1.78326613,1.48437500,2.9889e-01,3.3766e-01,,,,,,,,,,
21,4,FP64,2.500000e-03,3600,12142573,2.457917e-01,6.943923e-02,6.6005e-01,2.3892e-01,7.7839e-01,3.0084e-01,-0.50094031,-0.50546374,-0.58448303,7.9019e-02,8.3543e-02,2.29968155,2.18220490,2.02485357,1.5735e-01,2.7483e-01,-1.05392987,-1.17227107,-1.83231949,6.6005e-01,7.7839e-01,-2.26747227,-2.23844660,-2.17684310,6.1603e-02,9.0629e-02,-0.86221297,-0.82197529,-0.58541345,2.3656e-01,2.7680e-01,,,,,,,,,,
21,4,FP32,2.500000e-03,3600,12142573,2.457919e-01,6.943923e-02,6.6005e-01,2.3892e-01,7.7839e-01,3.0084e-01,-0.50094031,-0.50546374,-0.58448279,7.9019e-02,8.3542e-02,2.29968155,2.18220490,2.02485394,1.5735e-01,2.7483e-01,-1.05392987,-1.17227107,-1.83232009,6.6005e-01,7.7839e-01,-2.26747227,-2.23844660,-2.17684317,6.1603e-02,9.0629e-02,-0.86221297,-0.82197529,-0.58541322,2.3656e-01,2.7680e-01,,,,,,,,,,
21,4,FP16,2.500000e-03,3600,12142573,6.403059e-01,6.943923e-02,1.2769e+00,5.7127e-01,1.3953e+00,6.3138e-01,-0.50094031,-0.50546374,-0.39404297,1.1142e-01,1.0690e-01,2.29968155,2.18220490,1.42871094,7.5349e-01,8.7097e-01,-1.05392987,-1.17227107,-2.44921875,1.2769e+00,1.3953e+00,-2.26747227,-2.23844660,-1.95019531,2.8825e-01,3.1728e-01,-0.86221297,-0.82197529,-0.39575195,4.2622e-01,4.6646e-01,,,,,,,,,,
21,4,FP16ALT,2.500000e-03,3600,12142573,3.300412e+00,6.943923e-02,3.0416e+00,9.6845e-01,3.1591e+00,1.0304e+00,-0.50094031,-0.50546374,-0.57421875,6.8755e-02,7.3278e-02,2.29968155,2.18220490,-0.85937500,3.0416e+00,3.1591e+00,-1.05392987,-1.17227107,-1.45312500,2.8085e-01,3.9920e-01,-2.26747227,-2.23844660,-1.02343750,1.2150e+00,1.2440e+00,-0.86221297,-0.82197529,-0.58593750,2.3604e-01,2.7628e-01,,,,,,,,,,
22,6,FP64,1.562500e-04,10000,64696470,3.147400e+40,7.069865e-01,3.0184e+19,1.9080e+19,3.0184e+19,1.9080e+19,-2.33968845,-1.62349937,30183749613309775872.00000000,3.0184e+19,3.0184e+19,-1.63238902,0.15392951,19998194337797722112.00000000,1.9998e+19,1.9998e+19,-0.43735327,0.26226426,-5545648943416410112.00000000,5.5456e+18,5.5456e+18,1.90808860,0.15819843,-22260709663640494080.00000000,2.2261e+19,2.2261e+19,2.16438350,1.15927356,30102639995992227840.00000000,3.0103e+19,3.0103e+19,-2.95828722,-2.60640398,19704327842371661824.00000000,1.9704e+19,1.9704e+19,0.06448382,0.27662904,-5761585556028022784.00000000,5.7616e+18,5.7616e+18
22,6,FP32,1.562500e-04,10000,64696470,3.147358e+40,7.069865e-01,3.0184e+19,1.9079e+19,3.0184e+19,1.9079e+19,-2.33968845,-1.62349937,30183557910218407936.00000000,3.0184e+19,3.0184e+19,-1.63238902,0.15392951,19998060422501498880.00000000,1.9998e+19,1.9998e+19,-0.43735327,0.26226426,-5545614493595205632.00000000,5.5456e+18,5.5456e+18,1.90808860,0.15819843,-22260560683348262912.00000000,2.2261e+19,2.2261e+19,2.16438350,1.15927356,30102449136460627968.00000000,3.0102e+19,3.0102e+19,-2.95828722,-2.60640398,19704196148769062912.00000000,1.9704e+19,1.9704e+19,0.06448382,0.27662904,-5761549781197389824.00000000,5.7615e+18,5.7615e+18
22,6,FP16,1.562500e-04,10000,64696470,nan,7.069865e-01,nan,nan,nan,nan,-2.33968845,-1.62349937,nan,nan,nan,-1.63238902,0.15392951,nan,nan,nan,-0.43735327,0.26226426,nan,nan,nan,1.90808860,0.15819843,nan,nan,nan,2.16438350,1.15927356,nan,nan,nan,-2.95828722,-2.60640398,nan,nan,nan,0.06448382,0.27662904,nan,nan,nan
22,6,FP16ALT,1.562500e-04,10000,64696470,2.182161e+49,7.069865e-01,1.0011e+24,5.9485e+23,1.0011e+24,5.9485e+23,-2.33968845,-1.62349937,1001141694368364785303552.00000000,1.0011e+24,1.0011e+24,-1.63238902,0.15392951,540710962288574376968192.00000000,5.4071e+23,5.4071e+23,-0.43735327,0.26226426,-210145308487699212009472.00000000,2.1015e+23,2.1015e+23,1.90808860,0.15819843,-661131307601750329917440.00000000,6.6113e+23,6.6113e+23,2.16438350,1.15927356,1001141694368364785303552.00000000,1.0011e+24,1.0011e+24,-2.95828722,-2.60640398,533627412564269909147648.00000000,5.3363e+23,5.3363e+23,0.06448382,0.27662904,-216048266591286268526592.00000000,2.1605e+23,2.1605e+23
24,2,FP64,1.000000e-02,900,1130756,1.090386e-01,1.083376e-01,3.7977e-02,2.0353e-02,4.3442e-02,1.5366e-02,-0.97430897,-0.93463713,-0.97261452,3.7977e-02,1.6944e-03,2.65745822,2.65260256,2.65649649,3.8939e-03,9.6173e-04,-1.06078241,-1.03652866,-1.01734002,1.9189e-02,4.3442e-02,,,,,,,,,,,,,,,,,,,,
24,2,FP32,1.000000e-02,900,1130756,1.090385e-01,1.083376e-01,3.7977e-02,2.0353e-02,4.3442e-02,1.5367e-02,-0.97430897,-0.93463713,-0.97261441,3.7977e-02,1.6946e-03,2.65745822,2.65260256,2.65649533,3.8928e-03,9.6289e-04,-1.06078241,-1.03652866,-1.01734030,1.9188e-02,4.3442e-02,,,,,,,,,,,,,,,,,,,,
24,2,FP16,1.000000e-02,900,1130756,1.106594e-01,1.083376e-01,3.9321e-02,1.8531e-02,4.6575e-02,3.5212e-02,-0.97430897,-0.93463713,-0.92773438,6.9028e-03,4.6575e-02,2.65745822,2.65260256,2.61328125,3.9321e-02,4.4177e-02,-1.06078241,-1.03652866,-1.04589844,9.3698e-03,1.4884e-02,,,,,,,,,,,,,,,,,,,,
24,2,FP16ALT,1.000000e-02,900,1130756,2.217631e-01,1.083376e-01,2.6198e-01,1.4321e-01,2.6683e-01,1.4996e-01,-0.97430897,-0.93463713,-0.86328125,7.1356e-02,1.1103e-01,2.65745822,2.65260256,2.39062500,2.6198e-01,2.6683e-01,-1.06078241,-1.03652866,-1.13281250,9.6284e-02,7.2030e-02,,,,,,,,,,,,,,,,,,,,
26,2,FP64,1.000000e-02,900,1130756,9.859175e-02,9.829105e-02,1.9768e-02,1.2657e-02,3.5299e-02,2.6460e-02,2.77468377,2.71961665,2.73938514,1.9768e-02,3.5299e-02,-1.48930623,-1.46288398,-1.46635286,3.4689e-03,2.2953e-02,-0.01650896,-0.02290329,-0.03763646,1.4733e-02,2.1128e-02,,,,,,,,,,,,,,,,,,,,
26,2,FP32,1.000000e-02,900,1130756,9.859177e-02,9.829105e-02,1.9770e-02,1.2657e-02,3.5297e-02,2.6459e-02,2.77468377,2.71961665,2.73938632,1.9770e-02,3.5297e-02,-1.48930623,-1.46288398,-1.46635318,3.4692e-03,2.2953e-02,-0.01650896,-0.02290329,-0.03763689,1.4734e-02,2.1128e-02,,,,,,,,,,,,,,,,,,,,
26,2,FP16,1.000000e-02,900,1130756,1.051573e-01,9.829105e-02,8.6804e-02,5.6037e-02,1.4187e-01,8.1069e-02,2.77468377,2.71961665,2.63281250,8.6804e-02,1.4187e-01,-1.48930623,-1.46288398,-1.41406250,4.8821e-02,7.5244e-02,-0.01650896,-0.02290329,0.00958252,3.2486e-02,2.6091e-02,,,,,,,,,,,,,,,,,,,,
26,2,FP16ALT,1.000000e-02,900,1130756,4.784190e-01,9.829105e-02,7.1962e-01,4.5519e-01,7.7468e-01,4.8022e-01,2.77468377,2.71961665,2.00000000,7.1962e-01,7.7468e-01,-1.48930623,-1.46288398,-1.14062500,3.2226e-01,3.4868e-01,-0.01650896,-0.02290329,0.30078125,3.2368e-01,3.1729e-01,,,,,,,,,,,,,,,,,,,,
